date_grid,NCP,run,datenum,loess_ncp,NCP_q05,NCP_q95
2022-04-01,24.51540285866423,with entrainment,19083,1.1736461290675844,-0.5519659993160896,45.91896488359748
2022-04-11,27.519640562460836,with entrainment,19093,1.1982266434895898,7.185027036820039,50.49695833660765
2022-04-21,37.4714341941877,with entrainment,19103,1.1547594027498536,13.573098506699935,60.1339955396355
2022-05-01,28.78682732520598,with entrainment,19113,1.0965144725662406,4.507609824127902,53.585834101997705
2022-05-11,20.334741954788335,with entrainment,19123,1.0279219854470791,-0.7518867829893054,43.812006515387665
2022-05-21,14.45611621102292,with entrainment,19133,0.9534120739006969,-8.445228892731206,35.17739707016646
2022-05-31,22.815080746182552,with entrainment,19143,0.8774148704354223,-0.7573511532349819,48.2345346174356
2022-06-10,25.02962480277232,with entrainment,19153,0.8043605075595827,4.683096880498402,46.8049258590442
2022-06-20,20.288011223917355,with entrainment,19163,0.7386791177815065,1.2692311624225183,44.72619293612341
2022-06-30,17.345655095932706,with entrainment,19173,0.6848008336095214,-4.776839820939497,42.21074641321229
2022-07-10,27.374885030823503,with entrainment,19183,0.6471557875519554,4.002888903003849,48.80738907815709
2022-07-20,22.236063916068773,with entrainment,19193,0.6301741121171363,1.7659908776506852,40.75688286801702
2022-07-30,21.589803579242442,with entrainment,19203,0.6382859398133924,2.7062323981299268,41.375806911055626
2022-08-09,1.947092679415355,with entrainment,19213,0.6759214031490514,-15.792568472311444,25.20187014877557
2022-08-19,2.207514564053778,with entrainment,19223,0.7475106346324413,-17.762686720289523,20.82312060060143
2022-08-29,-1.3669745714555201,with entrainment,19233,0.85748376677189,-22.94852716139335,20.637634832313115
2022-09-08,14.951311288118895,with entrainment,19243,0.9252548449306278,-5.176383706260422,33.469440504589265
2022-09-18,5.0224716826737,with entrainment,19253,0.8814814739283177,-17.111087180793323,28.131953610480974
2022-09-28,-6.9263658986814,with entrainment,19263,0.7474591254579364,-27.52709158425305,9.760404227907014
2022-10-08,-31.737788203669563,with entrainment,19273,0.5444832712124612,-53.06931165919454,-9.944250625572723
2022-10-18,-16.63117865059629,with entrainment,19283,0.293849382884869,-40.84154401035318,3.0511063470684547
2022-10-28,-10.561867209225497,with entrainment,19293,0.016852932168136783,-28.572692314343612,8.681289395298137
2022-11-07,-21.674173397293373,with entrainment,19303,-0.2652106092447587,-40.520536583907415,-2.1389400740454323
2022-11-17,-41.81744552751299,with entrainment,19313,-0.5310457696608403,-55.75761292268912,-22.87898043429751
2022-11-27,-31.30370179488969,with entrainment,19323,-0.7593570773871308,-50.0770835935929,-10.082889395788719
2022-12-07,-23.71849983705396,with entrainment,19333,-0.9288490607306539,-41.45054294320502,-6.768455437304824
2022-12-17,-26.852542884365135,with entrainment,19343,-1.018226247998432,-43.59264588177745,-8.586940457535697
2022-12-27,-26.63315203513656,with entrainment,19353,-1.0061931674974884,-43.979439301115,-8.528323600532152
2023-01-06,-20.334071237144165,with entrainment,19363,-0.8714543475348462,-38.69297329760386,-2.2169378739164753
2023-01-16,-5.082110401680858,with entrainment,19373,-0.5674670933300048,-24.437692799726133,12.446745217240926
2023-01-26,-13.608125138050335,with entrainment,19383,-0.08139653075861977,-31.065598079159066,3.718761236157149
2023-02-05,-9.433320087570584,with entrainment,19393,0.5574910808880521,-25.72128030818454,7.9918960537254
2023-02-15,-5.00534358233877,with entrainment,19403,1.319929482318754,-23.803230448223694,11.063866948225218
2023-02-25,2.1189539484606157,with entrainment,19413,2.1766524142422288,-18.341145311207804,21.550621370695204
2023-03-07,1.3446321530085938,with entrainment,19423,3.0983936173672197,-16.133513712053194,19.249596731412296
2023-03-17,1.317479374090766,with entrainment,19433,4.0558868324024715,-16.227390819895515,18.46755838562242
2023-03-27,3.272017510498789,with entrainment,19443,5.019865800056723,-12.942748836188573,18.43321654130235
2023-04-06,15.51229162313768,with entrainment,19453,5.9610642610387234,0.30503329340105856,30.20798831006248
2023-04-16,21.919444657747984,with entrainment,19463,6.850215956057212,6.953630128010657,35.725097419806936
2023-04-26,26.785303638351856,with entrainment,19473,7.658054625820933,13.826975283939435,37.7973556770155
2023-05-06,19.215806618272453,with entrainment,19483,8.355314011038628,4.732215938001461,33.7173021090857
2023-05-16,18.517803528222892,with entrainment,19493,8.91272785241904,6.321934763402375,33.495144374424235
2023-05-26,30.556749157547888,with entrainment,19503,9.301029890670916,16.37726484679476,42.838195894716364
2023-06-05,36.59608241038342,with entrainment,19513,9.578003265334832,19.713624193664362,50.98507325666406
2023-06-15,28.08000924493078,with entrainment,19523,9.823653470879872,17.23576713137418,42.67149436065539
2023-06-25,10.339085414603362,with entrainment,19533,10.042047780407538,0.22371097817806132,24.397219442890442
2023-07-05,7.688450094393277,with entrainment,19543,10.237253467019327,-4.586254076577906,21.113996559718615
2023-07-15,14.474189422376412,with entrainment,19553,10.413337803816745,3.8160594431807358,24.004875723875905
2023-07-25,28.40549103990313,with entrainment,19563,10.574368063901284,17.191128461682634,39.65546726301059
2023-08-04,38.468958689123824,with entrainment,19573,10.72441152037445,27.563956227654682,50.095582316612564
2023-08-14,48.19563964352475,with entrainment,19583,10.86753544633774,35.51984063184457,61.68624864871042
2023-08-24,36.60453023829321,with entrainment,19593,11.007807114892659,18.82681537983774,54.68719545544076
2023-09-03,28.936059266733256,with entrainment,19603,11.149293799140702,13.202855802255701,44.35907795081257
2023-09-13,10.26306645062178,with entrainment,19613,11.296062772183372,-8.118014845986206,27.17173762756218
2023-09-23,10.639747082613042,with entrainment,19623,11.452181307122167,-12.715271787124173,32.65571326379257
2023-10-03,-0.09352289705009653,with entrainment,19633,11.62171667705859,-23.801889283223034,22.95617543015177
2023-10-13,7.365410372651015,with entrainment,19643,11.75488159638423,-15.8700669306701,37.439487491904146
2023-10-23,0.510042773947621,with entrainment,19653,11.806657770898928,-27.146626593839848,25.09302277822
2023-11-02,-5.082502281077396,with entrainment,19663,11.788265960816531,-37.50509739537106,27.464737483321603
2023-11-12,0.8564267593746777,with entrainment,19673,11.710926926350904,-34.386349984672464,32.3419285078656
2023-11-22,26.173002434830376,with entrainment,19683,11.585861427715898,0.10646302731337144,53.92595808412466
2023-12-02,5.6759565843437585,with entrainment,19693,11.424290225125374,-28.07511312914963,35.935580279816165
2023-12-12,-5.345260476816548,with entrainment,19703,11.237434078793193,-34.66993974841018,27.17481601146082
2023-12-22,-18.46048462498624,with entrainment,19713,11.036513748933206,-45.48849864806438,10.967747517952054
2024-01-01,-0.7859315885650249,with entrainment,19723,10.832749995759274,-29.914842143871155,29.799258387549234
2024-01-11,-11.584412480851995,with entrainment,19733,10.637363579485253,-40.33156213317512,27.26267848295035
2024-01-21,-30.382411193389892,with entrainment,19743,10.461575260325002,-55.100393466117886,8.597280376097359
2024-01-31,-45.362377592933356,with entrainment,19753,10.316605798492379,-55.4204923156786,-18.495600410021602
2024-02-10,-42.054551916563454,with entrainment,19763,10.213675954201237,-56.226365272453414,-7.670123508572845
2024-02-20,-17.54712049509008,with entrainment,19773,10.164006487665441,-50.63619321523039,14.550905794024231
2024-03-01,-8.374506123507805,with entrainment,19783,10.179714963659295,-32.365947708807546,22.139505253993363
2024-03-11,8.59878716597201,with entrainment,19793,10.257690990979219,-22.084785043412626,37.2976728505904
2024-03-21,9.492643434214338,with entrainment,19803,10.386313395872236,-14.515774919008443,36.34995932579337
2024-03-31,19.94865975850563,with entrainment,19813,10.553961004585366,-4.851820571788858,40.359846434628174
2024-04-10,25.887759582025296,with entrainment,19823,10.749012643365633,7.183106010125568,45.556378532477346
2024-04-20,27.509231479875513,with entrainment,19833,10.959847138460058,4.893343642766963,47.67322015039584
2024-04-30,29.493510079913886,with entrainment,19843,11.17484331611566,10.272178109566628,49.071872399471815
2024-05-10,24.99317054119039,with entrainment,19853,11.382380002579467,9.344232989227653,38.02110838571604
2024-05-20,25.902522797631995,with entrainment,19863,11.570836024098497,13.329613948589673,39.87180549352445
2024-05-30,28.597673209987228,with entrainment,19873,11.72859020691977,15.863158464105128,42.132581519654046
2024-06-09,24.837534693605875,with entrainment,19883,11.844021377290314,15.937309229711573,34.20837030822551
2024-06-19,16.6575424190322,with entrainment,19893,11.905508361457143,8.827304917357363,23.876238676900098
2024-06-29,14.368946510368861,with entrainment,19903,11.901429985667283,6.796899472150883,20.821030491298238
2024-07-09,15.011279488329183,with entrainment,19913,11.820503865993912,8.692769570740836,21.15350199933751
2024-07-19,13.017368398650532,with entrainment,19923,11.668104502294252,6.2446506527790735,21.202037466264343
2024-07-29,11.377350199420784,with entrainment,19933,11.457596046491389,3.7888773747938322,18.721236528681526
2024-08-08,11.79079507298438,with entrainment,19943,11.202342650508413,3.033104092551628,18.88992590207243
2024-08-18,25.98448458048734,with entrainment,19953,10.915708466268416,17.618706096281837,34.83872887024414
2024-08-28,38.82471302131257,with entrainment,19963,10.611057645694483,28.32853286352762,48.140160331597514
2024-09-07,45.012264202154256,with entrainment,19973,10.301754340709707,33.58083027044051,57.5736486445209
2024-09-17,45.34766196228328,with entrainment,19983,10.001162703237174,30.677767007781714,59.99071001199759
2024-09-27,51.5370398934257,with entrainment,19993,9.72264688519997,34.12217477134445,69.43900274880802
2024-10-07,30.518030108779946,with entrainment,20003,9.47957103852119,13.700304072760222,49.08303060308647
2024-10-17,10.039158234808824,with entrainment,20013,9.28529931512392,-13.231250923407577,32.30723574539963
2024-10-27,11.508757141172364,with entrainment,20023,9.153195866931247,-19.629925065847655,41.09090895370007
2024-11-06,3.0375570645792465,with entrainment,20033,9.096624845866263,-25.395899463366632,35.44252016269639
2024-11-16,-18.126156223789057,with entrainment,20043,9.128950403852055,-49.177742658502325,14.068963749423807
2024-11-26,-24.11208248080314,with entrainment,20053,9.20555638112758,-52.117936324754275,16.234325473543755
2024-12-06,-28.635842068856,with entrainment,20063,9.275911078413431,-55.41087022123079,14.8189296223476
2024-12-16,-32.17085995009127,with entrainment,20073,9.344505338355138,-54.39826201055047,19.881772761165944
2024-12-26,-48.77382197738544,with entrainment,20083,9.415830003598236,-57.086264292570945,-2.0192444321371212
2025-01-05,-12.505308421729543,with entrainment,20093,9.494375916788268,-51.81615753832945,45.573931489647634
2025-01-15,-19.862990491509134,with entrainment,20103,9.584633920570765,-53.50167318484652,34.584946503630626
2025-01-25,-13.620465410539838,with entrainment,20113,9.691094857591262,-47.97293272632298,37.94342969343123
2025-02-04,-23.55940869699494,with entrainment,20123,9.818249570495299,-52.13869034459687,40.400535434320496
2025-02-14,-6.674981333030132,with entrainment,20133,9.97058890192841,-51.957848312914415,41.97047641077153
2025-02-24,-10.973926838941543,with entrainment,20143,10.152603694536129,-50.05458979325543,40.033797761554055
2025-03-06,-2.2107223943416785,with entrainment,20153,10.368784790963996,-49.474318260720814,49.446828129654975
2025-03-16,3.590575099889622,with entrainment,20163,10.623623033857543,-39.302670299468474,60.28683204482455
2025-03-26,26.568753570553575,with entrainment,20173,10.921609265862308,-23.217121138960113,71.88346182649529
2025-04-05,5.524206064716447,with entrainment,20183,11.244925773437945,-43.470468997389524,61.13850846146242
2025-04-15,15.722563364683669,with entrainment,20193,11.574887569994846,-23.958638579668126,48.14220845752959
2025-04-25,22.116951520526037,with entrainment,20203,11.914684588604656,-17.898088446738733,69.28054064609724
2025-05-05,47.8239675379002,with entrainment,20213,12.26750676233902,6.017592327443986,94.05503841096912
2025-05-15,50.471762320138716,with entrainment,20223,12.636544024269579,14.128113507808369,84.27449436306334
2025-05-25,26.43572293877819,with entrainment,20233,13.02498630746798,-0.5704784377970802,51.886381035341316
2025-06-04,18.207822766633143,with entrainment,20243,13.436023545005868,-2.8218668139715093,38.673647752577466
2025-06-14,14.037164155988554,with entrainment,20253,13.872845669954888,-3.4579316482348026,33.04385458577529
2025-06-24,21.57606994513402,with entrainment,20263,14.33864261538668,11.725400244393756,31.50787566553924
2025-07-04,21.374308564841765,with entrainment,20273,14.83660431437289,14.005132335547806,33.133842171298205
2025-07-14,10.14080969769093,with entrainment,20283,15.369920699985169,1.2346943855084005,20.446570061635764
2025-07-24,6.99366981502038,with entrainment,20293,15.941781705295151,-2.8628778353620885,17.246280991824058
2025-08-03,-1.1838744789646696,with entrainment,20303,16.555377263374485,-9.461983605416982,7.592672516495221
2025-08-13,11.717583788107575,with entrainment,20313,17.209061327225594,-0.6361387952856354,22.049982977134455
2025-08-23,20.100818139847608,with entrainment,20323,17.898218992100098,8.823286665913152,29.54387715756472
2025-09-02,27.732907844801517,with entrainment,20333,18.621586904443447,16.89131319807975,37.88028891720637
2025-09-12,30.433469827050278,with entrainment,20343,19.377901710701085,19.671217223832166,44.60681769760841
2025-09-22,28.258974242229108,with entrainment,20353,20.16590005731845,11.64140121344896,44.32221475570226
2025-10-02,34.14805274204369,with entrainment,20363,20.984318590741,14.634021327092821,54.908475903105526
2025-10-12,47.48569901378903,with entrainment,20373,21.831893957414167,20.876529569154474,68.94742980592794
2025-10-22,50.753749925979534,with entrainment,20383,22.7073628037834,17.990584420169455,80.90433967014259
2025-11-01,24.16955456621886,with entrainment,20393,23.609461776294147,-13.40595651278572,61.877912128754275
2025-11-11,35.620361313358714,with entrainment,20403,24.53692752139185,1.6577453538682,69.72935700585704
2025-11-21,-1.964212740230554,with entrainment,20413,25.488496685521955,-37.11866809298123,36.77044114554987
2025-12-01,-5.861273695984238,with entrainment,20423,26.462905915129905,-42.43835223349535,37.00860801920489
2025-12-11,-33.52713819919684,with entrainment,20433,27.458891856661147,-55.53955586332065,13.238512387233337
2020-02-01,-23.2766346675081,without entrainment,18293,5.958990564921222,-53.0474189123876,13.125528953496234
2020-02-11,-35.47113612346958,without entrainment,18303,5.816567850869625,-57.12267543137562,-0.23647040575028225
2020-02-21,-25.43858931901658,without entrainment,18313,5.671276123618196,-48.37213413103934,10.070340432428356
2020-03-02,-15.800616526327417,without entrainment,18323,5.524748879109604,-41.54795163700751,19.927641682319532
2020-03-12,4.058451556422776,without entrainment,18333,5.378619613286519,-30.717711105943298,43.393660187082496
2020-03-22,20.289275743743445,without entrainment,18343,5.234521822091609,-20.57910526395256,55.09940435674312
2020-04-01,24.114320321419818,without entrainment,18353,5.094089001467542,-7.52993239473687,55.75269816995369
2020-04-11,39.514389788091854,without entrainment,18363,4.958954647356984,6.083749794734903,72.155273637411
2020-04-21,38.33028577561006,without entrainment,18373,4.830752255702609,0.30894837322713953,73.64526589693779
2020-05-01,39.03623555948992,without entrainment,18383,4.711115322447082,2.6809142493475764,79.21656758332414
2020-05-11,23.597152937504198,without entrainment,18393,4.601677343533072,-11.462372011520396,53.750221706057
2020-05-21,16.209827455437026,without entrainment,18403,4.504071814903247,-14.513179362092675,47.15829967344597
2020-05-31,16.92592486073905,without entrainment,18413,4.419932232500277,-16.517770111685167,49.989195097116095
2020-06-10,24.65797528360745,without entrainment,18423,4.350892092266831,-5.467166465573753,53.56120339002731
2020-06-20,11.324185369821937,without entrainment,18433,4.301206036529843,-17.43241459475606,38.47610021478629
2020-06-30,7.052250182042641,without entrainment,18443,4.27146446860288,-14.971420520198603,32.5751866855252
2020-07-10,4.308888811708671,without entrainment,18453,4.257804525908552,-24.06353479274287,35.15913493290639
2020-07-20,18.927047886651163,without entrainment,18463,4.256363345869477,-2.4754570874832034,42.38542474669476
2020-07-30,20.46284340372971,without entrainment,18473,4.263278065908263,-2.5107144292603802,41.63394394463882
2020-08-09,21.90595029565268,without entrainment,18483,4.274685823447527,0.7111520598461972,46.54219424336374
2020-08-19,1.0459424774247978,without entrainment,18493,4.286723755909879,-20.60268929340175,24.017280791485774
2020-08-29,2.752707508403094,without entrainment,18503,4.2955290007179325,-24.12682369867777,31.005325946633278
2020-09-08,-9.084541334609481,without entrainment,18513,4.297238695294301,-35.03079053106891,13.87582985766238
2020-09-18,-11.951513266376836,without entrainment,18523,4.2879899770615975,-40.5236612090158,19.330100378967707
2020-09-28,-16.04401090978048,without entrainment,18533,4.263919983442436,-44.660162342634735,12.260970282227333
2020-10-08,-23.124679409213698,without entrainment,18543,4.2211658518594275,-46.510804085713325,6.29483853052705
2020-10-18,-39.043606420818584,without entrainment,18553,4.155864719735186,-54.720570053019095,-11.090515640334539
2020-10-28,-51.794274920449325,without entrainment,18563,4.078243146720316,-57.99443250646296,-27.220748703106302
2020-11-07,-48.472645531214475,without entrainment,18573,4.000696483150639,-58.110868874482755,-26.84996759810848
2020-11-17,-20.073884870800256,without entrainment,18583,3.922615052476589,-39.671535972533654,2.393142565107711
2020-11-27,-14.776756938468434,without entrainment,18593,3.843389178148599,-38.98865233317662,7.758702589150644
2020-12-07,-11.067553562567761,without entrainment,18603,3.7624091836171076,-32.3021654888871,6.991991057912855
2020-12-17,-8.705372671763575,without entrainment,18613,3.6790653923325483,-27.50427317077985,8.12147951295218
2020-12-27,-1.8015050215435253,without entrainment,18623,3.5927481277453563,-20.019856585670144,17.499567209106953
2021-01-06,-5.30675834067992,without entrainment,18633,3.5028477133059663,-20.538826915068437,12.226054633497778
