date_grid,mld,zeu,int_N_mmol_m2,next_int_N_mmol_m2,mld_concentration,sub_mld_concentration,int_N_smooth,next_int_N_smooth,dt,diff_mld,we,delta,diff,nitrate_consumption,c_consumption,NCP,datenum,time_step_label
2020-03-02,139.65594716802434,39.99999999999993,2048.3644087202606,1950.787937346648,14.288203571788126,14.448034907003768,2060.846782380331,1960.0521686065558,15,-6.803414752829383,0,0.1598313352156424,0,-43.12521983848751,-19.04697209533198,-19.04697209533198,18323,15 days
2020-03-17,132.94713140527068,39.999999999999496,1966.3277947259971,1869.2510032823507,14.400896386761909,14.589616414433397,1924.526411778217,1828.261118007423,15,-6.708815762753659,0,0.1887200276714882,0,35.5257568283389,15.690542599183013,15.690542599183013,18338,15 days
2020-04-01,126.1223658257579,39.999999999999346,1758.8870318883926,1664.7444133932697,13.77528678754295,14.173549547473561,1777.3402109451083,1684.764224161622,15,-6.8247655795127855,0,0.39826275993061167,0,50.920907062314654,22.490067285855638,22.490067285855638,18353,15 days
2020-04-16,119.9915807555175,39.99999999999936,1606.8058062209357,1520.2972558092447,13.709306753601703,14.319977260140186,1586.2122717500627,1500.5928598937019,15,-6.1307850702403925,0,0.610670506538483,0,98.55195241155934,43.52711231510537,43.52711231510537,18368,15 days
2020-05-01,114.37223457660575,39.99999999999944,1392.9439771408602,1316.7369104785914,13.605495625249608,14.156210282319154,1441.9373907615366,1361.9319655317997,15,-5.619346178911755,0,0.5507146570695465,0,58.65546913216531,25.90616553337301,25.90616553337301,18383,15 days
2020-05-16,108.93690699469641,39.99999999999954,1326.062388922814,1248.7617303075626,13.75985192917003,14.425610231667315,1306.7835264221287,1230.2088873399,15,-5.435327581909334,0,0.6657583024972862,0,55.14843910967102,24.35722727343803,24.35722727343803,18398,15 days
2020-05-31,103.50604758712342,39.99999999999966,1201.3442132027121,1125.1280212335462,14.01310607077718,14.712463853529972,1191.751932684012,1116.8190070715557,15,-5.430859407572996,0,0.6993577827527915,0,38.45695465588801,16.985154973017206,16.985154973017206,18413,15 days
2020-06-15,98.45006850622677,39.99999999999978,1047.8491959265098,976.5672696735579,13.791663769563382,14.631272679045498,1084.6099145010605,1011.9118259025166,15,-5.055979080896648,0,0.8396089094821164,0,32.20909257049516,14.225682551968696,14.225682551968696,18428,15 days
2020-06-30,93.48745425911736,39.999999999999915,1004.6363343739598,934.0401868004452,13.896210603968958,14.646504490937991,977.7095183919286,910.0172341766978,15,-4.962614247109414,0,0.7502938869690325,0,34.20230751058807,15.10601915050973,15.10601915050973,18443,15 days
2020-07-15,89.00885708209856,40.00000000000005,880.643024875316,819.4442460560898,13.928844791691327,14.719343417815361,887.347343045511,822.3269108766823,15,-4.4785971770187984,0,0.7904986261240339,0,22.669891131186773,10.012535249607492,10.012535249607492,18458,15 days
2020-07-30,84.6354084065204,40.00000000000017,776.7626698872572,713.4962997735116,13.274583374811286,14.49394931125423,774.2418881960331,714.5099831501952,15,-4.37344867557816,0,1.2193659364429443,0,48.08502268064922,21.237551683953406,21.237551683953406,18473,15 days
2020-08-14,80.67369127843314,40.000000000000256,665.3199698255261,610.5894036209841,12.931287521165606,14.674773511354491,695.7377495630661,638.226771438416,15,-3.9617171280872583,0,1.7434859901888853,0,18.772233587129108,8.291069834315357,8.291069834315357,18488,15 days
2020-08-29,76.6731290453523,40.00000000000031,645.130608976415,590.5946109207522,12.545602485545471,14.456774019057573,631.0204851452492,579.9081940666065,15,-4.000562233080842,0,1.9111715335121016,0,7.2062862931668406,3.182776446148688,3.182776446148688,18503,15 days
2020-09-13,73.2081681717756,40.000000000000334,582.6108766338065,538.5405676580829,10.644410142738291,14.720087623828771,616.1244717603793,569.7187910167769,15,-3.4649608735767004,0,4.07567748109048,0,-36.21627769377278,-15.995522648082979,-15.995522648082979,18518,15 days
2020-09-28,70.01123425976806,40.000000000000334,620.6319296709163,580.0211944714956,10.448165855156674,14.576395321532104,593.0321027414717,553.391250533336,15,-3.1969339120075375,0,4.12822946637543,0,-23.313311724694813,-10.296712678406875,-10.296712678406875,18533,15 days
2020-10-13,67.2213788884084,40.0000000000003,575.8535019196926,541.6119894704294,8.580219584145084,14.759402074848897,642.1090170302301,607.4949143377548,15,-2.789855371359664,0,6.179182490703813,0,-88.71776649689411,-39.1836802027949,-39.1836802027949,18548,15 days
2020-10-28,64.71756121743394,40.00000000000025,729.8416195000816,700.8515590713391,11.005637047913307,12.294216654174893,685.6517465986723,655.9588246197053,15,-2.503817670974456,0,1.2885796062615853,0,-78.15683226091744,-34.519267581905204,-34.519267581905204,18563,15 days
2020-11-12,62.53337119432682,40.00000000000021,751.2601183762428,725.4129253173472,11.732066913889499,12.38082675679735,746.7530392289526,720.4075236964544,15,-2.1841900231071207,0,0.6487598429078503,0,-90.79421460924732,-40.10077811908423,-40.10077811908423,18578,15 days
2020-11-27,60.57122593750545,40.0000000000002,759.1573798105334,734.9580867006765,12.239372929052477,12.561775847685254,755.59757631885,731.7182716414039,15,-1.9621452568213655,0,0.32240291863277726,0,-35.19005262239557,-15.542273241558043,-15.542273241558043,18593,15 days
2020-12-12,58.8749643625158,40.00000000000018,756.3752307697739,734.7838029061875,12.589953779577128,12.952515460245815,751.7621204140319,729.6277654688234,15,-1.6962615749896557,0,0.3625616806686871,0,-20.04384877262794,-8.852699874577338,-8.852699874577338,18608,15 days
2020-12-27,57.254896810487594,40.00000000000014,739.7537506617884,719.1414067996064,12.69035879596577,13.046431997784438,743.700870757632,723.4433510433579,15,-1.6200675520282033,0,0.35607320181866875,0,-14.073105288808506,-6.21562150255709,-6.21562150255709,18623,15 days
2021-01-11,55.841044693942024,40.00000000000011,734.9736308413335,716.4048434242795,12.9470035963545,13.259523646785476,731.3678717341018,712.8833155000029,15,-1.41385211654557,0,0.31252005043097597,0,-7.9245206907438615,-3.499996638411872,-3.499996638411872,18638,15 days
