date_grid,mld,zeu,int_N_mmol_m2,next_int_N_mmol_m2,int_N_smooth,next_int_N_smooth,dt,nitrate_consumption,c_consumption,NCP,time_step_label
2020-02-18,353.87038323254427,40.0000000000005,5150.269412223667,5297.155349866139,4976.697899873979,5297.694367186197,15,-36.19066550000116,-15.984210595833845,-15.984210595833845,15 days
2020-03-04,363.21955833901535,40.000000000000064,5308.891454931199,5547.885741524224,5346.0276193392965,5474.654360751129,15,-48.33325215309924,-21.34718636761883,-21.34718636761883,15 days
2020-03-19,378.16790254557844,39.99999999999982,5578.921990863023,5578.921990863023,5473.057513945495,5267.622952807337,15,1.5968468056344136,0.7052740058218661,0.7052740058218661,15 days
2020-04-03,322.9328658922758,39.99999999999972,5531.359096042262,4676.061126034764,5311.257643319174,4109.907069133712,15,-43.63469051183711,-19.27198830939472,-19.27198830939472,15 days
2020-04-18,152.53568443317675,39.999999999999716,4823.491843052238,2074.7380905033465,4092.5440875121058,2465.8229461443475,15,17.362981621606195,7.668650216209403,7.668650216209403,15 days
2020-05-03,59.2257573377042,39.99999999999976,1922.781323441818,646.6696218949301,2464.7533677702895,1044.4835047406245,15,1.0695783740579827,0.4723971152089424,0.4723971152089424,15 days
2020-05-18,35.59925353413553,39.99999999999982,647.9869368168123,412.04280182359616,951.6284049757857,447.6097927957514,15,92.85509976483888,41.01100239613717,41.01100239613717,15 days
2020-06-02,26.84495327926212,39.99999999999989,284.1169546687266,284.11695466872686,404.7274363725478,326.0793913748096,15,42.88235642320359,18.93970742024825,18.93970742024825,15 days
2020-06-17,21.07355617916614,39.99999999999993,282.0784176321043,282.0784176321046,256.189304021713,256.18930402171344,15,69.89008735309659,30.868121914284327,30.868121914284327,15 days
2020-07-02,17.832110639812516,39.99999999999998,202.3725397643078,202.37253976430785,227.25194282368344,227.64466228846877,15,28.937361198030004,12.780667862463252,12.780667862463252,15 days
2020-07-17,16.9015534908938,39.99999999999999,197.30487107463802,198.48302946899284,199.68101237124742,200.07373183603264,15,27.963649917221346,12.350612046772762,12.350612046772762,15 days
2020-08-01,15.55900214089865,40,199.36562627479623,199.36562627479623,188.41018625269245,188.80290571747764,15,11.66354558334018,5.15139929930858,5.15139929930858,15 days
2020-08-16,17.92112785327516,40,168.56006140864287,168.56006140864287,195.17270189911804,213.4116209949459,15,-6.369796181640396,-2.813326646891175,-2.813326646891175,15 days
2020-08-31,26.88924607569363,39.99999999999999,217.59241801391477,272.3091753013976,233.38812870498862,282.26524016388925,15,-19.97650771004271,-8.82295757193553,-8.82295757193553,15 days
2020-09-15,45.679856740519114,39.999999999999986,314.011906692408,405.92648378162625,366.2346118603535,449.8681125545125,15,-83.96937169646424,-37.08647249927171,-37.08647249927171,15 days
2020-09-30,55.63978656425553,39.99999999999998,567.0995108747376,671.3686785805127,503.42813893765583,656.3848447330771,15,-53.56002638314334,-23.65567831922164,-23.65567831922164,15 days
2020-10-15,63.8540787886316,39.99999999999997,629.1729992458216,891.8593718370914,740.6121611022692,998.2896573489132,15,-84.22731636919207,-37.20039806305983,-37.20039806305983,15 days
2020-10-30,81.70395815619341,39.999999999999964,1025.5639731862482,1431.6409216291345,1027.1880238747085,1442.7588906167873,15,-28.898366525795268,-12.763445215559576,-12.763445215559576,15 days
2020-11-14,108.88405419990302,39.999999999999986,1426.8270991920556,2004.7763783841347,1508.1503435295065,1996.249587938438,15,-65.39145291271916,-28.881225036450964,-28.881225036450964,15 days
2020-11-29,146.04065812111358,40.00000000000001,2072.059958210216,2552.3314638020443,1972.7437624959632,2435.982963049982,15,23.505825442474816,10.381739570426378,10.381739570426378,15 days
2020-12-14,177.16087308758708,40.00000000000004,2419.3442300856186,2750.8410469637665,2404.30125498387,2802.814988430902,15,31.68170806611215,13.9927543958662,13.9927543958662,15 days
2020-12-29,197.84973219812503,40.00000000000008,2721.4995766557754,3105.2724545268925,2763.056997172674,3308.348451262685,15,39.757991258227776,17.559779472383934,17.559779472383934,15 days
2021-01-13,222.35516221294617,40.000000000000114,3148.3271847766277,4068.931852297395,3295.2628834678358,3980.8001525463137,15,13.08556779484934,5.779459109391792,5.779459109391792,15 days
2021-01-28,278.977490099635,40.000000000000135,4015.9618889711037,4768.196150814652,3938.948989733814,4496.561966188587,15,41.85116281249975,18.484263575520725,18.484263575520725,15 days
2021-02-12,325.6586195886045,40.000000000000135,4652.557895453711,4652.557895453711,4478.319829829781,4716.900949688688,15,18.24213635880551,8.056943558472433,8.056943558472433,15 days
2021-02-27,323.3973819223383,40.00000000000012,4766.439705064528,4729.9488027977,4703.88373941815,4531.170329997621,15,13.017210270538271,5.749267869487737,5.749267869487737,15 days
2021-03-14,293.95893498555347,40.00000000000007,4692.6536177362095,4211.004291741449,4595.622910261721,4101.957740818151,15,-64.4525802641001,-28.46655628331088,-28.46655628331088,15 days
2021-03-29,231.45578138503137,40.000000000000036,4327.775407984423,3364.9201279153026,4069.8149979573227,3206.878951622781,15,32.14274286082855,14.196378096865942,14.196378096865942,15 days
2021-04-13,153.04031219809593,40,3189.015968151336,2044.7124352115907,3156.596390966884,2100.479425214276,15,50.282560655897214,22.2081309563546,22.2081309563546,15 days
2021-04-28,77.55067876153035,40.00000000000001,1952.9977967648922,891.8057125159331,1975.3473614635823,1130.1403476818375,15,125.13206375069376,55.26666148988975,55.26666148988975,15 days
2021-05-13,47.75701209287946,40.00000000000002,784.0283194745186,453.90289531798715,1052.875479892277,564.1722547531224,15,77.26486778956041,34.12531660705585,34.12531660705585,15 days
2021-05-28,36.41796373492618,40.00000000000005,421.60032343742057,346.8081564254458,491.05219056831805,356.07966017881637,15,73.12006418480433,32.294695014955245,32.294695014955245,15 days
2021-06-12,16.799472304137975,40.000000000000085,267.5279287930148,267.5279287930151,315.18532577742457,290.25460344010014,15,40.8943344013918,18.061664360614714,18.061664360614714,15 days
2021-06-27,22.87065303979151,40.000000000000135,256.42772510183806,256.4277251018384,248.26776532836593,248.26776532836652,15,41.986838111734215,18.544186832682612,18.544186832682612,15 days
2021-07-12,22.914224281643637,40.000000000000185,220.84764209024476,220.847642090245,218.61255757124354,218.61255757124403,15,29.65520775712298,13.097716759395983,13.097716759395983,15 days
2021-07-27,21.11186352567541,40.00000000000023,178.56230552164757,178.56230552164766,181.03572580935426,181.03572580935463,15,37.576831761889764,16.59643402816798,16.59643402816798,15 days
2021-08-11,22.18677190533931,40.00000000000024,143.6972298161702,143.6972298161702,164.89398987527605,178.74665323657828,15,16.141735934078582,7.129266704218041,7.129266704218041,15 days
2021-08-26,21.68276586832991,40.000000000000206,172.42243428801015,213.98042437191597,188.21785131334772,255.38651921268192,15,-9.47119807676944,-4.183112483906503,-4.183112483906503,15 days
2021-09-10,45.28812279909799,40.00000000000013,248.53388983586254,408.48190344995845,287.2151076380574,364.7629990030263,15,-31.8285884253755,-14.057626554540844,-14.057626554540844,15 days
2021-09-25,63.965340327250196,40.000000000000036,440.6889987902993,471.82666918720344,396.5554549792064,477.092605575361,15,-31.792455976180065,-14.041668056146195,-14.041668056146195,15 days
2021-10-10,67.2799495281078,39.99999999999997,500.44347631145723,550.96924408892,501.5108661465021,650.5078496068944,15,-24.418260571141104,-10.784731752253988,-10.784731752253988,15 days
2021-10-25,72.50003952053471,39.999999999999936,563.4001233377494,928.7276355445587,694.156769453265,986.9326499334511,15,-43.64891984637063,-19.27827293214703,-19.27827293214703,15 days
2021-11-09,103.49917861854921,39.99999999999992,1018.6267087105883,1481.1010701668733,1016.2120510158966,1387.2583787144847,15,-29.279401082445474,-12.931735478080084,-12.931735478080084,15 days
2021-11-24,138.7335900200925,39.999999999999915,1466.6093209993517,1751.946430432021,1463.4238814976036,1784.064452322895,15,-76.16550278311888,-33.63976372921084,-33.63976372921084,15 days
2021-12-09,160.23302109483208,39.999999999999915,1905.0356147828709,2119.14585636979,1855.833063566909,2297.345746700839,15,-71.76861124401398,-31.69780329943951,-31.69780329943951,15 days
2021-12-24,176.34986672427056,39.999999999999936,2195.854254918504,3020.9449533007037,2398.2376632493438,3147.7382254420922,15,-100.89191654850492,-44.560596475589676,-44.560596475589676,15 days
2022-01-08,231.19041389387758,39.99999999999997,3093.823120046656,4303.123866655783,3239.011079051427,4370.001310361101,15,-91.27285360933456,-40.31217701078943,-40.31217701078943,15 days
2022-01-23,306.01353551149214,40,4427.355862189121,5785.935111126815,4454.583818747401,6065.026385135003,15,-84.5825083863001,-37.35727453728255,-37.35727453728255,15 days
2022-02-07,388.0082831633796,40.00000000000002,5842.572474006425,8106.020177622409,6088.7545294814845,7296.096846999378,15,-23.728144346481713,-10.47993041969609,-10.47993041969609,15 days
2022-02-22,523.6078657062524,40.000000000000036,7996.335252248908,7996.335252248908,7327.602447980634,7755.706518678038,15,-31.505600981256066,-13.91497376672143,-13.91497376672143,15 days
2022-03-09,464.6100630449668,40.00000000000006,8143.8996176865685,7164.764126162795,7719.832243091768,6151.351447297158,15,35.874275586270414,15.844471717269434,15.844471717269434,15 days
2022-03-24,226.26213996313948,40.000000000000085,7019.261859339827,3292.95496347977,6152.750791268499,3861.5209232739803,15,-1.399343971340386,-0.6180435873420038,-0.6180435873420038,15 days
2022-04-08,83.84328910526334,40.000000000000085,3295.090896779099,1126.843680179376,3780.0874896761156,1658.4487828464432,15,81.43343359786468,35.96643317239023,35.96643317239023,15 days
2022-04-23,21.56267604957766,40.000000000000036,1025.9097129094193,555.5477048801831,1602.893893558361,723.3574853487081,15,55.55488928808222,24.536742768902982,24.536742768902982,15 days
2022-05-08,48.25952040091534,39.99999999999993,487.6810709865645,487.6810709865645,658.9671095725481,469.603568117761,15,64.39037577616,28.439082634470665,28.439082634470665,15 days
2022-05-23,32.690191333475354,39.99999999999977,463.3105448216596,365.5819284865346,416.6454225563196,384.06921711127757,15,52.95814556144137,23.389847622969942,23.389847622969942,15 days
2022-06-07,24.41067640178044,39.999999999999666,298.9446518607337,298.9446518607329,337.6220089801175,305.04580353507555,15,46.44720813116004,20.51418359126235,20.51418359126235,15 days
2022-06-22,23.79731707312532,39.999999999999616,250.61083025795847,250.61083025795833,260.21787769775824,260.21787769775807,15,44.82792583731731,19.79900057814848,19.79900057814848,15 days
2022-07-07,23.571946895079734,39.999999999999645,231.09815097458167,231.0981509745822,227.77875925737246,227.77875925737274,15,32.43911844038561,14.327277311170313,14.327277311170313,15 days
2022-07-22,16.997902787503133,39.99999999999974,201.6272965395763,201.62729653957697,200.98124398464714,202.48878482183602,15,26.797515272725605,11.835569245453808,11.835569245453808,15 days
2022-08-06,22.913827522141087,39.99999999999987,170.21828443978256,174.74090695134814,183.62841673501666,185.13595757220546,15,18.860368086819363,8.329995905011886,8.329995905011886,15 days
2022-08-21,24.540760511591632,40.000000000000014,179.03966922569012,179.0396692256905,180.74954227990963,182.47666079483926,15,4.386415292295823,1.9373334207639883,1.9373334207639883,15 days
2022-09-05,25.194915386529146,40.0000000000001,192.99067317425533,193.6494062074784,196.71399524784488,240.9772669982236,15,-14.237334453005616,-6.28815605007748,-6.28815605007748,15 days
2022-09-20,40.13653157893879,40.000000000000135,218.1116433435883,350.24272556150106,277.8279903307587,343.25648857829975,15,-36.850723332535125,-16.275736138536345,-16.275736138536345,15 days
2022-10-05,57.159850199444314,40.00000000000006,422.3816544744316,485.87733396591915,394.2173634308947,462.9001587961549,15,-50.96087485259494,-22.507719726562765,-22.507719726562765,15 days
2022-10-20,63.84358512685561,39.99999999999994,542.1587924746632,552.5804168610438,516.9159244348672,610.7085675446377,15,-54.01576563871225,-23.856963157097912,-23.856963157097912,15 days
2022-11-04,64.80128737067656,39.99999999999982,586.207326355506,793.6679518069496,657.4525278881534,797.0021159836732,15,-46.74396034351571,-20.64524915171944,-20.64524915171944,15 days
2022-11-19,80.36608401237821,39.999999999999766,843.9914648342901,1044.7579792830254,855.7552238166878,1181.3210702162683,15,-58.75310783301461,-25.949289292914788,-25.949289292914788,15 days
