date_grid,mld,zeu,int_N_mmol_m2,next_int_N_mmol_m2,mld_concentration,sub_mld_concentration,int_N_smooth,next_int_N_smooth,dt,diff_mld,we,delta,diff,nitrate_consumption,c_consumption,NCP,time_step_label
2022-07-30,59.12787299708362,40,182.816242358774,182.4677403872341,3.9339352392264715,9.290781768606998,215.22370062034318,213.36502574569093,10,-0.11293053922141638,0,5.356846529380526,0,26.634545458925288,17.645386366538002,17.645386366538002,10 days
2022-08-09,58.659856764017235,40.00000000000001,205.37199122979763,200.2129991003102,4.068923439029574,10.427395977681718,186.2384977450557,183.87149004024226,10,-0.4680162330663862,0,6.358472538652143,0,27.126528000635233,17.97132480042084,17.97132480042084,10 days
2022-08-19,58.11169699255406,40.00000000000001,170.5272596465955,168.9337306331824,3.0377249420488397,9.335209791155206,169.67728720238873,166.05264837872167,10,-0.5481597714631761,0,6.297484849106366,0,14.194202837853538,9.403659380077968,9.403659380077968,10 days
2022-08-29,57.10429508682909,40.000000000000014,133.13261073077302,129.01121540267246,3.010187172518083,7.549367578176816,141.12942001143813,137.3752226586877,10,-1.0074019057249686,0,4.539180405658733,0,24.923228367283542,16.511638793325346,16.511638793325346,10 days
2022-09-08,55.81610562993201,40.000000000000014,119.72838965694588,114.18072194020827,2.3500023037840587,8.457475250706786,126.77347898141899,122.09255074130427,10,-1.2881894568970793,0,6.1074729469227265,0,10.601743677268715,7.023655186190524,7.023655186190524,10 days
2022-09-18,54.28276073453066,40.000000000000014,127.45943655653807,123.08571488103206,2.750429352523851,7.658861269939839,139.2400398493456,133.62037256216433,10,-1.533344895401349,0,4.908431917415989,0,-17.14748910804134,-11.36021153407739,-11.36021153407739,10 days
2022-09-28,52.539892513292884,40.000000000000014,170.53229333455283,163.59468086525266,3.5221342588906297,8.37564442190536,169.23178616874182,162.52442891907472,10,-1.742868221237778,0,4.853510163014731,0,-35.611413606577486,-23.592561514357584,-23.592561514357584,10 days
2022-10-08,50.623133078886525,40,209.70362861513456,200.89289101093945,4.285979644762922,8.945761285756626,208.57501259175808,199.6986184076217,10,-1.9167594344063588,0,4.659781640993704,0,-46.05058367268336,-30.508511683152726,-30.508511683152726,10 days
2022-10-18,48.568114543979405,40,245.48911582558682,234.60828334667303,5.055403175624942,9.265736223060083,244.24911593560049,233.340014146404,10,-2.05501853490712,0,4.210333047435141,0,-44.55049752797879,-29.514704612285946,-29.514704612285946,10 days
2022-10-28,46.41046902123939,40,277.55460336608013,264.5188680815996,5.841356126375204,9.34309405004291,289.9834660240855,267.1726964224791,10,-2.1576455227400118,0,3.5017379236677053,0,-56.643451877681485,-37.526286868963986,-37.526286868963986,10 days
2022-11-17,40.5759923995618,40,346.9066788805895,302.39093783916474,7.527656139711935,10.024989884829228,309.9351761957441,289.3065229566701,20,-5.834476621677595,0,2.4973337451172934,0,-42.762479773265,-14.165071424894032,-14.165071424894032,10 days
2022-11-27,38.899224267893686,40,305.3442463405626,301.009762949246,7.54027117124711,9.033470170896129,315.622570396866,299.3391622526189,10,-1.676768131668112,0,1.4931989996490183,0,-26.316047440195916,-17.434381429129793,-17.434381429129793,10 days
2022-12-07,36.7108890226326,40,294.6167859694459,294.6167859694459,7.383800567212643,7.991281829202805,334.5051120384181,333.06028424131256,10,-2.1883352452610865,0,0.607481261990162,0,-35.16594978579917,-23.29744173309195,-23.29744173309195,10 days
2022-12-17,34.610558592311556,40,403.5543038052457,403.5543038052457,10.109850036308965,10.367943565417278,367.0948771843998,367.0948771843998,10,-2.100330430321044,0,0.2580935291083133,0,-34.03459294308726,-22.547917824795313,-22.547917824795313,10 days
2022-12-27,33.01303821599209,40,403.1135417785078,403.1135417785078,10.100336337358508,10.347539049323787,403.4264533929451,403.4264533929451,10,-1.5975203763194656,0,0.24720271196527932,0,-36.3315762085453,-24.06966923816126,-24.06966923816126,10 days
2023-01-06,31.430713232706,40,403.61151459508176,403.61151459508176,10.114806640683808,10.311417082366289,403.3135964549463,403.3135964549463,10,-1.5823249832860888,0,0.19661044168248054,0,0.11285693799879937,0.07476772142420458,0.07476772142420458,10 days
2023-01-16,29.572401742120523,40,403.2157329912495,403.2157329912495,10.105514477574973,10.30097652709447,403.21573299124947,403.2157329912495,10,-1.8583114905854785,0,0.19546204951949697,0,0.09786346369685361,0.06483454469916552,0.06483454469916552,10 days
2023-01-26,27.98647785471206,40,402.8199513874171,402.81995138741723,10.096222314466138,10.290535971822651,402.8199513874172,402.81995138741723,10,-1.5859238874084625,0,0.1943136573565134,0,0.3957816038323472,0.26220531253893,0.26220531253893,10 days
2023-02-05,27.000589226433625,40.00000000000001,402.42416978358494,402.424169783585,10.087128233760426,10.282379544724616,419.3552195270743,419.3552195270743,10,-0.9858886282784347,0,0.19525131096419024,0,-16.53526813965709,-10.954615142522822,-10.954615142522822,10 days
2023-02-15,25.97940471655537,40.000000000000014,452.82153741022086,452.82153741022086,11.344914235146296,11.570315913864592,423.301259864254,423.301259864254,10,-1.0211845098782568,0,0.22540167871829553,0,-3.9460403371796815,-2.614251723381539,-2.614251723381539,10 days
2023-02-25,25.47958472896271,40.000000000000014,414.65807239895616,414.6580723989563,10.382875750437158,10.592753525841262,439.6810353454873,439.6810353454874,10,-0.4998199875926588,0,0.20987777540410413,0,-16.37977548123331,-10.851601256317068,-10.851601256317068,10 days
2023-03-07,25.23118425747112,40.00000000000002,451.56349622728493,451.5634962272851,11.309839583195219,11.533580890485329,451.56349622728493,451.56349622728504,10,-0.24840047149158906,0,0.22374130729011021,0,-11.882460881797556,-7.872130334190881,-7.872130334190881,10 days
2023-03-17,25.50825602353254,40.000000000000036,488.46892005561375,488.46892005561375,12.23680341595328,12.474408255129372,488.46892005561375,488.46892005561375,10,0.27707176606141815,0.27707176606141815,0.23760483917609143,0.06583359241525889,-36.90542382832871,-24.44984328626777,-24.384009693852512,10 days
2023-03-27,26.376671627126143,40.000000000000036,525.3743438839424,525.3743438839424,13.163767248711341,13.415235619773432,491.2008469171715,491.2008469171715,10,0.8684156035936041,0.8684156035936041,0.2514683710620904,0.21837905724058565,-2.7319268615577244,-1.8099015457819925,-1.5915224885414068,10 days
2023-04-06,27.39474293863348,40.000000000000036,459.7592768119583,459.75927681195833,11.518499335506618,12.026122547664878,467.90714365799937,467.9071436579995,10,1.018071311507338,1.018071311507338,0.5076232121582596,0.516796629353527,23.293703259172105,15.43207840920152,15.948875038555046,10 days
2023-04-16,28.948145889761506,40.00000000000004,418.58781027809755,418.58781027809755,10.479363896431238,11.61013135734089,423.7916711225458,423.7916711225459,10,1.5534029511280245,1.5534029511280245,1.1307674609096523,1.756537510816597,44.115472535453705,29.226500554738077,30.983038065554673,10 days
2023-04-26,30.936593304907852,40.00000000000004,393.0279262775816,393.0279262775816,9.88101749037362,11.334781394752246,385.4565804298997,385.4565804298997,10,1.9884474151463465,1.9884474151463465,1.4537639043786257,2.8907330778947387,38.33509069264619,25.3969975838781,28.28773066177284,10 days
2023-05-06,33.040999460355216,40.000000000000036,344.7540047340198,344.75400473401976,8.788296189614135,10.756708149221488,351.51180580543377,351.51180580543377,10,2.1044061554473643,2.1044061554473643,1.9684119596073533,4.1423382442539225,33.944774624465936,22.488413188708684,26.630751432962604,10 days
2023-05-16,35.45251232076043,40.000000000000036,316.7534864046997,316.75348640469974,8.04525927039385,9.9859174006424265,320.1994137623762,321.04157718899216,10,2.4115128604052103,2.4115128604052103,1.9406581302485773,4.679922038744373,31.31239204305757,20.74445972852564,25.424381767270013,10 days
2023-05-26,37.93487636395712,40.00000000000004,299.0907501484091,301.617240428257,7.847830977338558,9.909697824508493,265.9823187472636,272.76625550975365,10,2.4823640431966965,2.4823640431966965,2.0618668471699353,5.118304123273986,55.05925844172856,36.47675871764517,41.595062840919155,10 days
2023-06-05,40.337889457108865,40.00000000000004,182.1027196886821,199.92803969630432,5.19947717024129,10.059494571853646,225.4609313942217,238.12510781691785,10,2.403013093151742,2.403013093151742,4.860017401612356,11.678685449019799,47.30532411553196,31.339777226539923,43.01846267555972,10 days
2023-06-15,42.704412374532815,40.00000000000005,195.18932434557394,212.8300433261922,5.715334019886538,8.47104862152317,194.49257936047374,211.18039272082774,10,2.36652291742395,2.36652291742395,2.7557146016366323,6.521461758652901,43.632528456444106,28.90655010239422,35.428011861047125,10 days
2023-06-25,44.79105225127006,40.00000000000006,206.18569404716513,220.78309513998673,4.977152390760735,10.190022678230871,206.30118497275998,225.0429280478326,10,2.0866398767372445,2.0866398767372445,5.212870287470136,10.87738301409393,4.879207748067756,3.2324751330948884,14.109858147188818,10 days
2023-07-05,46.65718388531539,40.00000000000006,217.5285365255409,241.51564567731884,5.219517365233466,10.696544453057635,201.60308412602748,223.40252521885714,10,1.8661316340453311,1.8661316340453311,5.477027087824169,10.220853509111858,23.439843921805107,15.528896598195882,25.74975010730774,10 days
2023-07-15,49.094030795098035,40.00000000000005,181.0950218053764,207.90883483926584,4.706440143595361,10.87638979436016,207.82555557783488,240.73880059601947,10,2.436846909782645,2.436846909782645,6.169949650764798,15.035222739980707,15.57696964102226,10.319742387177246,25.354965127157953,10 days
2023-07-25,52.74686463664731,40.00000000000004,224.8531084025874,272.79192127147377,5.065071091358444,11.26053564687961,218.4667469403731,262.6595121262633,10,3.652833841549274,3.652833841549274,6.195464555521166,22.631002592526748,22.272053655646374,14.755235546865723,37.386238139392475,10 days
2023-08-04,57.84005617277063,40.00000000000004,249.45211061315547,307.2777802680502,6.6276058144862136,11.838133891301604,271.91181892243975,330.18823387448333,10,5.093191536123321,5.093191536123321,5.2105280768153905,26.538217499569072,-9.25230679617647,-6.129653252466911,20.408564247102163,10 days
2023-08-14,63.117832642147484,40.00000000000003,341.43023775157627,410.49500008392596,9.400420581248973,12.742098008990993,318.3306505094442,381.00725870508586,10,5.277776469376853,5.277776469376853,3.3416774277420203,17.636626496384604,11.857583365039147,7.855648979338435,25.49227547572304,10 days
2023-08-24,69.10908551675105,40.00000000000002,364.10960316360087,425.2489957632814,8.9889258951996,12.542278442346507,345.87358084270596,407.25627997664304,10,5.991252874603568,5.991252874603568,3.5533525471469076,21.289033662573818,35.1336778623799,23.27606158382668,44.5650952464005,10 days
2023-09-03,74.86169857485122,40.000000000000014,332.08090161294086,386.0248440827216,7.651206850801026,12.005013297751791,386.1031894144032,446.2569053995112,10,5.752613058100167,5.752613058100167,4.353806446950765,25.04576381916966,21.153090562239868,14.013922497483913,39.059686316653575,10 days
2023-09-13,79.89993682196457,40.000000000000014,462.1190634666678,527.4968763525306,9.528529571391271,13.011823646137941,445.18443509385526,501.1504743026905,10,5.038238247113355,5.038238247113355,3.48329407474667,17.549665433332,1.0724703056559406,0.7105115774970606,18.26017701082906,10 days
2023-09-23,85.12352434958329,40.000000000000014,541.353340201957,589.9297024728191,10.256541902389513,13.057335434912947,548.3373139025042,601.7076483712211,10,5.223587527618719,5.223587527618719,2.800793532523434,14.630190163924581,-47.18683959981371,-31.261281234876584,-16.631091070952003,10 days
2023-10-03,89.42304959055036,40.000000000000014,641.5395380388876,687.6963662883134,10.731019344627697,12.0386738577773,621.9177607968996,675.163280323674,10,4.299525240967071,4.299525240967071,1.3076545131496022,5.622293585751222,-20.210112425678517,-13.389199482012017,-7.766905896260796,10 days
2023-10-13,93.5440461760089,40.000000000000014,682.8604041498544,747.8637722098897,10.747012950175066,13.215558163497878,672.993139145834,734.6303571336739,10,4.120996585458542,4.120996585458542,2.4685452133228125,10.172866395153338,2.170141177840037,1.4377185303190245,11.610584925472363,10 days
2023-10-23,98.79625038036579,40,694.5794752487601,768.3309329028189,9.993584632788444,12.965827295846733,763.453114843829,846.2653217510152,10,5.252204204356886,5.252204204356886,2.9722426630582888,15.61082541128365,-28.822757710155088,-19.095076982977748,-3.484251571694097,10 days
2023-11-02,104.88326030030429,39.99999999999998,912.9194651328725,1022.6012601403372,10.477230960728575,14.54286840026881,904.0950010515722,1003.1366072504285,10,6.087009919938495,6.087009919938495,4.065637439540236,24.74757542535476,-57.82967930055702,-38.31216253661903,-13.564587111264267,10 days
2023-11-12,112.66516525487512,39.999999999999964,1104.7860627730845,1218.4776287081295,13.043233428252995,14.59723907130407,1056.8677523223164,1168.2507762693617,10,7.781904954570834,7.781904954570834,1.5540056430510756,12.0931242130902,-53.73114507188791,-35.596883610125744,-23.503759397035545,10 days
2023-11-22,120.87080387025189,39.99999999999993,1152.897729060992,1263.6734399596185,11.481327904141923,15.114003425980624,1168.7077716222893,1269.28714009778,10,8.20563861537677,8.20563861537677,3.632675521838701,29.808422539133606,-0.4569953529276063,-0.30275942131453915,29.505663117819065,10 days
2023-12-02,128.72362821928826,39.9999999999999,1248.4395230327914,1325.7103516255918,12.336295674262844,13.701793590024696,1245.105570136837,1326.9000521299474,10,7.852824349036368,7.852824349036368,1.3654979157618516,10.72301528145308,24.181569960942852,16.02029009912464,26.74330538057772,10 days
2023-12-12,134.6599856972281,39.99999999999989,1333.9794583167275,1391.3163648046316,10.686290202106074,12.587375936058944,1324.1351945495367,1377.2182704387671,10,5.9363574779398505,5.9363574779398505,1.9010857339528702,11.28552451295589,2.7648575804107622,1.83171814702213,13.11724265997802,10 days
2023-12-22,139.64589326489534,39.9999999999999,1389.9866022990911,1414.6280948860783,11.172289216026249,12.91273210443471,1384.852613033437,1414.8305073257445,10,4.985907567667226,4.985907567667226,1.7404428884084613,8.677687368408353,-7.634342594669761,-5.0577519689687165,3.619935399439637,10 days
2024-01-01,141.67491801083864,39.999999999999915,1430.591778484492,1438.5470622865237,11.618530121695864,13.970225737880487,1431.179525179631,1442.0451173093036,10,2.0290247459433033,2.0290247459433033,2.3516956161846228,4.771648600164984,-16.34901785388638,-10.831224328199728,-6.059575728034743,10 days
2024-01-11,142.14624151133754,39.99999999999993,1472.9601947553094,1472.9601947553094,12.578185682426716,14.798565630641317,1485.8097052151288,1484.664862884322,10,0.4713235004988974,0.4713235004988974,2.2203799482146014,1.0465172496300663,-43.76458790582524,-28.99403948760922,-27.947522237979154,10 days
2024-01-21,141.22555036775267,39.99999999999993,1553.877142405585,1542.487331611133,11.648400863184428,13.28827108726679,1540.3721840422259,1528.8713653099276,10,-0.920691143584861,0,1.6398702240823617,0,-55.707321157903834,-36.906100267111285,-36.906100267111285,10 days
2024-01-31,139.2658858614102,39.99999999999992,1594.2792149657837,1571.16656956334,11.663428217296271,12.405882176652241,1588.6286613608124,1566.820595206509,10,-1.9596645063424774,0,0.74245395935597,0,-59.75729605088486,-39.58920863371122,-39.58920863371122,10 days
2024-02-10,136.75115827273757,39.99999999999991,1617.7296267110687,1586.8078844450547,12.116483193218825,12.358052205510695,1619.5130296785564,1586.9961572193479,10,-2.5147275886726277,0,0.24156901229187078,0,-52.69243447204735,-34.90873783773137,-34.90873783773137,10 days
