date_grid,NCP_mean,NCP_sd,NCP_q05,NCP_q95,n_iter,time_step_label
2023-02-01,7.580060578975083,23.27711025395103,-30.676843825549245,46.35402584489683,100,10 days
2023-02-11,11.202271229800974,30.39368999707999,-36.17397923184392,57.996653706479606,100,10 days
2023-02-21,7.315894476996317,24.43498163091122,-30.397323624966194,48.63099809150103,100,10 days
2023-03-03,1.6055259320949375,21.01840556585216,-31.529666250740714,38.8583409724678,100,10 days
2023-03-13,6.686384392444884,25.256107442470025,-33.490047880116606,47.807257862648356,100,10 days
2023-03-23,-8.339533140412888,18.285501047096766,-35.489675771336266,23.78642179720384,100,10 days
2023-04-02,4.6025723722623715,19.189699972197058,-29.211510358433294,33.67940772313604,100,10 days
2023-04-12,17.894511497955076,22.509582211522897,-21.8678478155263,50.46669962140972,100,10 days
2023-04-22,22.301877826218227,25.040416113410465,-20.61958606724403,59.801983374500445,100,10 days
2023-05-02,31.415691758044954,23.6467380582246,-7.532529520237518,64.89565228457258,100,10 days
2023-05-12,1.9148227060788776,26.58908929246457,-37.94227783888726,44.513866250203655,100,10 days
2023-05-22,10.725842645882349,25.30076096502145,-24.80179919069154,60.59597406546142,100,10 days
2023-06-01,22.30059138332645,13.079857298208067,2.4886866148552222,45.064741666672894,100,10 days
2023-06-11,45.130790727433876,7.88097728946081,33.30580582223541,58.695604117034634,100,10 days
2023-06-21,35.49059781702799,4.6512036811383375,27.62250834170315,42.907603947741556,100,10 days
2023-07-01,20.08314910500197,4.320097542084742,13.73649216622354,26.4488458996985,100,10 days
2023-07-11,20.903770971029804,4.165561216336194,14.881495359075334,27.657511065611605,100,10 days
2023-07-21,14.49760784302783,4.714789132801795,6.892343307416812,22.58354101034577,100,10 days
2023-07-31,19.649488440121992,4.954687222814292,11.686021341976248,27.788513476684347,100,10 days
2023-08-10,15.112792788160585,3.699946136075752,9.26180275056397,21.19564375152857,100,10 days
2023-08-20,6.7334346736897395,4.887689360485602,-0.7264114215326524,15.279222799515926,100,10 days
2023-08-30,-22.873368499249,4.971602512775897,-30.138969212485353,-15.458507831876306,100,10 days
2023-09-09,-38.61408291287745,8.276905813328643,-51.18713603825799,-27.245377566799245,100,10 days
2023-09-19,-40.10644952353013,6.369883115989774,-50.25361496172598,-28.051210886993225,100,10 days
2023-09-29,-15.608116825107686,10.05934197883349,-31.461663372814463,1.0160747292520214,100,10 days
2023-10-09,-23.815031395211708,9.476875464421227,-39.6316457072518,-7.94249811957085,100,10 days
2023-10-19,-25.165443476982066,9.159059888878716,-41.58208207004839,-11.175828781654754,100,10 days
2023-10-29,-25.515037559536157,11.563303030694357,-44.77273014992374,-5.887041600391065,100,10 days
2023-11-08,-4.648770622892542,13.965362986014764,-29.289594074941615,17.727670981487215,100,10 days
2023-11-18,5.983615666211801,21.54506722282408,-26.86752535100717,41.8375870362787,100,10 days
2023-11-28,18.08358863745616,13.743551228471194,-4.060629462683688,41.143851320034166,100,10 days
2023-12-08,1.7482328561039358,25.150815586609493,-39.049318804981574,38.575488468851695,100,10 days
2023-12-18,-0.3858602789276506,24.713817485774133,-36.05917792600399,34.73706513964401,100,10 days
2023-12-28,-26.927447570111582,15.817548784782826,-50.1584761232065,1.516776478532106,100,10 days
2024-01-07,-12.511559782694352,19.25551970945445,-42.42913106428096,20.63969152700114,100,10 days
2024-01-17,-40.480092027999646,11.806597480681639,-57.22715397562988,-20.807736344098178,100,10 days
2024-01-27,-34.62927744114741,14.715448428987425,-55.29898873024763,-5.569309821824829,100,10 days
2024-02-06,-20.76889197223434,18.829505822843185,-48.703974447072966,6.244222607264597,100,10 days
2024-02-16,28.842156374810077,20.223594788171145,-5.962153803007651,64.76845978413583,100,10 days
2024-02-26,35.96120435393515,21.015225197334857,3.0292956268425186,75.32190065317789,100,10 days
2024-03-07,15.541016511906397,23.14469649395643,-21.49693864739173,53.3584695230211,100,10 days
2024-03-17,14.360475474381959,28.868760878468485,-27.643237418355064,63.49391833001458,100,10 days
2024-03-27,40.64386814236596,25.213013119660754,1.0241164495690873,79.36779322216154,100,10 days
2024-04-06,10.110292323156735,35.268330274823384,-44.98399373307768,62.10729129021388,100,10 days
2024-04-16,6.762552799019663,33.286362650915066,-41.74147206813431,61.05972588098875,100,10 days
2024-04-26,-8.64058041889296,31.28905775066933,-49.25928668269191,37.51020062255446,100,10 days
2024-05-06,15.493250239396811,2.9730603209376865,9.88535646768361,19.574426641219855,100,10 days
2024-05-16,4.217018006124447,2.97928212574627,-1.1228919965721933,8.46118295019406,100,10 days
2024-05-26,22.280705471546533,3.525389328526273,17.402272041539696,28.02443192277907,100,10 days
2024-06-05,24.908850053896284,2.1216286057879374,21.382188890541954,27.869818269936953,100,10 days
2024-06-15,28.200819220401772,3.6585476840544073,22.57212631380021,34.30636219006178,100,10 days
2024-06-25,5.349704782827755,3.2049748511895855,0.2162401350485874,10.883727478505335,100,10 days
2024-07-05,10.504045369907004,4.064217394930116,3.4800548638481126,17.30886034758191,100,10 days
2024-07-15,14.557031171500363,3.6028986053771055,8.412345953176997,19.406390974119006,100,10 days
